,urlDrugName,rating,effectiveness,condition,sideEffects
2820,adderall,6,Moderately Effective,"adhd, depression/anxiety",Moderate Side Effects
2821,imitrex,2,Ineffective,migraine headaches,Mild Side Effects
2822,retin-a,4,Moderately Effective,sun damage,No Side Effects
2823,diazepam,5,Considerably Effective,sleep,Moderate Side Effects
2824,singulair,5,Moderately Effective,asthma \ allergies,Moderate Side Effects
2825,yasmin,1,Highly Effective,contraception,Severe Side Effects
2826,oxycontin,8,Highly Effective,severe and chronic back pain,Moderate Side Effects
2827,tofranil-pm,9,Highly Effective,panic attacks,Mild Side Effects
2828,fiorinal,8,Considerably Effective,migraines,Mild Side Effects
2829,claripel-cream,9,Highly Effective,melasma,Mild Side Effects
2830,strattera,4,Marginally Effective,add,Mild Side Effects
2831,vesicare,9,Highly Effective,urge incontinence and bladder spasm,No Side Effects
2832,concerta,8,Considerably Effective,adhd,Mild Side Effects
2833,diazepam,8,Highly Effective,sleeping disorder,No Side Effects
2834,ambien,10,Highly Effective,restlessness,No Side Effects
2835,adderall-xr,10,Highly Effective,adult add,Mild Side Effects
2836,effexor-xr,9,Highly Effective,depression,Mild Side Effects
2837,xanax,10,Highly Effective,panic attacks,No Side Effects
2838,cipro,8,Highly Effective,uti,Mild Side Effects
2839,prozac,10,Highly Effective,depression,No Side Effects
2840,celexa,1,Ineffective,depression,Moderate Side Effects
2841,celexa,10,Highly Effective,anxiety and mild depression,Mild Side Effects
2842,zegerid,8,Considerably Effective,laryngopharyngeal reflux,Mild Side Effects
2843,elavil,9,Considerably Effective,fibromyalgia,No Side Effects
2844,sotret,9,Highly Effective,acne,Moderate Side Effects
2845,xanax,5,Considerably Effective,to help me sleep after having a rapid heartbeat ep,Moderate Side Effects
2846,fosamax,1,Moderately Effective,osteoporosis,Extremely Severe Side Effects
2847,chantix,5,Moderately Effective,stop smoking,Severe Side Effects
2848,nortriptyline,8,Highly Effective,"originally depression, later for chronic pain",Mild Side Effects
2849,spironolactone,10,Highly Effective,acne,No Side Effects
2850,lamictal,9,Highly Effective,bipolar/mixed manic episodes/severe depression,Mild Side Effects
2851,cymbalta,10,Highly Effective,situational atypical depression,No Side Effects
2852,advair-hfa,9,Highly Effective,asthma,No Side Effects
2853,nasarel,10,Highly Effective,rhinitis,No Side Effects
2854,lexapro,8,Highly Effective,nerves,No Side Effects
2855,vasotec,9,Considerably Effective,htn,No Side Effects
2856,triphasil,10,Highly Effective,contraception,No Side Effects
2857,celexa,6,Moderately Effective,anxiety & depression,Moderate Side Effects
2858,adderall-xr,8,Considerably Effective,add,No Side Effects
2859,wellbutrin,8,Considerably Effective,depression,No Side Effects
2860,dostinex,10,Highly Effective,prolactinoma,Mild Side Effects
2861,parlodel,10,Highly Effective,high level of prolactin,Mild Side Effects
2862,vyvanse,9,Considerably Effective,add,Mild Side Effects
2863,topamax,1,Ineffective,migraines,Severe Side Effects
2864,panixine-disperdose,2,Ineffective,mild local skin infection,Severe Side Effects
2865,protonix,9,Considerably Effective,possible ulcer and acid reflux,No Side Effects
2866,topamax,10,Highly Effective,migraines,Mild Side Effects
2867,lexapro,6,Marginally Effective,depression,No Side Effects
2868,levoxyl,9,Highly Effective,hypothroidism,No Side Effects
2869,estrace,10,Highly Effective,menopause,Mild Side Effects
2870,seroquel,10,Highly Effective,"obsessive compulsive disorder, panic disorder, gad",No Side Effects
2871,flexeril,9,Highly Effective,"insomnia, and arthrtis",Mild Side Effects
2872,alprazolam,8,Considerably Effective,anxiety,Mild Side Effects
2873,ambien-cr,9,Highly Effective,"insomnia, chronic pain",Mild Side Effects
2874,doxepin,8,Moderately Effective,insomnia,Mild Side Effects
2875,avita,7,Moderately Effective,acne,Moderate Side Effects
2876,medroxyprogesterone,6,Considerably Effective,"heavy periods, thickened endometrium",Mild Side Effects
2877,wellbutrin,10,Highly Effective,depression,No Side Effects
2878,zofran,8,Considerably Effective,nausea,No Side Effects
2879,tazorac,5,Moderately Effective,"hyperpigmentation, light breakouts, fine lines",Mild Side Effects
2880,zyrtec,6,Highly Effective,year round allergies,Moderate Side Effects
2881,zomig,10,Highly Effective,migraines,Moderate Side Effects
2882,chantix,8,Highly Effective,stopping smoking,Mild Side Effects
2883,elidel,7,Moderately Effective,eczema,No Side Effects
2884,lunesta,5,Highly Effective,insomnia,Moderate Side Effects
2885,retin-a,8,Considerably Effective,fine lines,Mild Side Effects
2886,propecia,9,Highly Effective,hair thinning,No Side Effects
2887,renova,9,Considerably Effective,acne,Mild Side Effects
2888,nitrofurantoin,10,Highly Effective,uti prevention,No Side Effects
2889,prozac,4,Moderately Effective,antidepressant,Moderate Side Effects
2890,topamax,8,Considerably Effective,post traumatic stress syndrom,Moderate Side Effects
2891,doxycycline,6,Moderately Effective,acne,No Side Effects
2892,requip,6,Moderately Effective,restless leg syndrome,No Side Effects
2893,propecia,1,Ineffective,receding hairline,Severe Side Effects
2894,remicade,7,Highly Effective,"crohns disease, psoriatic arthritis",Extremely Severe Side Effects
2895,crestor,5,Highly Effective,hypercholesteremia,Severe Side Effects
2896,carac,6,Considerably Effective,red spot on the cheek,Mild Side Effects
2897,wellbutrin,8,Highly Effective,depression,Moderate Side Effects
2898,vagifem,10,Highly Effective,chronic urinary and yeast infections due to drynes,No Side Effects
2899,dilantin,8,Moderately Effective,seizures,Mild Side Effects
2900,levaquin,8,Considerably Effective,sinus infection,Mild Side Effects
2901,doxycycline,2,Ineffective,acne rosacea,Extremely Severe Side Effects
2902,elavil,5,Moderately Effective,depression and anxiety,Moderate Side Effects
2903,premarin,10,Highly Effective,post menopausal /hysterectomy,No Side Effects
2904,cymbalta,10,Highly Effective,pain and depression,Moderate Side Effects
2905,ponstel,10,Highly Effective,severe menstrual cramps,No Side Effects
2906,zyban,2,Considerably Effective,to stop smoking,Extremely Severe Side Effects
2907,zithromax,4,Moderately Effective,throat infection,Severe Side Effects
2908,sarafem,8,Considerably Effective,severe depression,Moderate Side Effects
2909,metrogel,9,Considerably Effective,rosacea,No Side Effects
2910,alprazolam,8,Considerably Effective,"anxiety, panic attck, nervousness",Mild Side Effects
2911,methadone,8,Highly Effective,drug addiction,Moderate Side Effects
2912,advair-diskus,1,Marginally Effective,copd,Extremely Severe Side Effects
2913,latisse,10,Considerably Effective,grow lashes,No Side Effects
2914,nuvaring,2,Highly Effective,birth control,Severe Side Effects
2915,trilipix,8,Considerably Effective,high ldl,Mild Side Effects
2916,xenical,9,Highly Effective,obesity,Mild Side Effects
2917,ritalin,6,Considerably Effective,"adhd, inattentive type",Severe Side Effects
2918,clomid,9,Highly Effective,"female problems, trying to get pregnant, ovulation",Moderate Side Effects
2919,zyban,8,Highly Effective,smoking,Moderate Side Effects
2920,cardura-xl,8,Considerably Effective,bph,No Side Effects
2921,ceclor,1,Ineffective,ear infection,Severe Side Effects
2922,vyvanse,10,Highly Effective,adult add,Mild Side Effects
2923,boniva,1,Ineffective,osteoporosis,Extremely Severe Side Effects
2924,flonase,7,Considerably Effective,allergies,Mild Side Effects
2925,lipitor,10,Considerably Effective,reduce cholesterol,No Side Effects
2926,prilosec,9,Considerably Effective,severe indigestion diagnosed as possible ulcer,No Side Effects
2927,levoxyl,9,Highly Effective,thyroid disease,Moderate Side Effects
2928,nexium,5,Marginally Effective,active chronic gastritis,No Side Effects
2929,oxycodone,10,Highly Effective,metastasized ovarian cancer/chemotherapy,Mild Side Effects
2930,synthroid,9,Considerably Effective,tiredness,No Side Effects
2931,adderall,9,Considerably Effective,major clinical depression,Mild Side Effects
2932,provigil,9,Highly Effective,shift work sleep disorder,Mild Side Effects
2933,motrin,10,Highly Effective,migraine,No Side Effects
2934,tirosint,4,Moderately Effective,thyroid/total thyroidectomy due to cancer,Moderate Side Effects
2935,nexium,10,Highly Effective,gastric esophageal reflux,No Side Effects
2936,minocin,5,Marginally Effective,acne,Mild Side Effects
2937,ortho-tri-cyclen,7,Highly Effective,birth control,Moderate Side Effects
2938,lupron,1,Moderately Effective,endometriosis,Severe Side Effects
2939,propecia,8,Considerably Effective,hair loss,Moderate Side Effects
2940,avelox,10,Highly Effective,sinus infection,No Side Effects
2941,lipitor,7,Considerably Effective,high cholesterol,Mild Side Effects
2942,avelox,1,Ineffective,sinus inection,Extremely Severe Side Effects
2943,baciim,5,Ineffective,simple laceration,Severe Side Effects
2944,pristiq,9,Highly Effective,depression,Moderate Side Effects
2945,retin-a,10,Highly Effective,minor acne,Mild Side Effects
2946,naproxen,1,Ineffective,frozen shoulder,Moderate Side Effects
2947,seasonique,3,Highly Effective,birth control,Severe Side Effects
2948,enablex,1,Ineffective,bladder control,No Side Effects
2949,propecia,8,Moderately Effective,hair loss,No Side Effects
2950,effexor-xr,3,Marginally Effective,depression,Severe Side Effects
2951,galzin,3,Moderately Effective,wilson diseaes,Severe Side Effects
2952,dicyclomine,7,Moderately Effective,ibs,Mild Side Effects
2953,prozac,9,Considerably Effective,ocd,Mild Side Effects
2954,adipex-p,9,Considerably Effective,appetite suppression,Mild Side Effects
2955,xanax,8,Considerably Effective,insomnia,Mild Side Effects
2956,prozac,8,Considerably Effective,depression,Mild Side Effects
2957,deltasone,10,Highly Effective,severe poison ivy all over face,No Side Effects
2958,aldactone,10,Highly Effective,adult acne,No Side Effects
2959,septra,5,Highly Effective,prevention of pcp pneumonia while on chemo,Mild Side Effects
2960,prozac,10,Considerably Effective,depression,No Side Effects
2961,selegiline,7,Moderately Effective,"attention deficit problems, concentration difficul",No Side Effects
2962,effexor,8,Highly Effective,depression,Moderate Side Effects
2963,protopic,10,Highly Effective,white spots on facial skin,No Side Effects
2964,singulair,2,Marginally Effective,"asthma, allergies",Severe Side Effects
2965,metformin,8,Considerably Effective,diabetes,Moderate Side Effects
2966,paxil,2,Moderately Effective,recovery from a brainstem stroke,Mild Side Effects
2967,duragesic,6,Considerably Effective,"rheumatoid arthritis joint pain, fibromyalgia",Mild Side Effects
2968,methimazole,10,Considerably Effective,hyperthyroidism,No Side Effects
2969,singulair,2,Marginally Effective,chronic hives,Severe Side Effects
2970,reglan,1,Ineffective,nausea,Severe Side Effects
2971,duac,7,Considerably Effective,acne,Mild Side Effects
2972,tylenol,8,Highly Effective,fever,Mild Side Effects
2973,duragesic,2,Marginally Effective,cancer related pain,Severe Side Effects
2974,singulair,1,Ineffective,asthma,Extremely Severe Side Effects
2975,cymbalta,7,Considerably Effective,depression,Mild Side Effects
2976,depo-provera,8,Highly Effective,birth control,Moderate Side Effects
2977,elidel,8,Considerably Effective,hypothryoid-related dry skin,Mild Side Effects
2978,nuvaring,10,Highly Effective,birth control,No Side Effects
2979,wellbutrin,5,Moderately Effective,depression,Moderate Side Effects
2980,lyrica,8,Considerably Effective,chronic pain,Moderate Side Effects
2981,diclofenac,8,Considerably Effective,arthritis,No Side Effects
2982,vicodin,8,Considerably Effective,burn from motorcycle accident,Mild Side Effects
2983,clonazepam,3,Marginally Effective,blepharospasm,Mild Side Effects
2984,wellbutrin,8,Considerably Effective,depression/post-partum,Moderate Side Effects
2985,levaquin,10,Highly Effective,hemorrhagic cystitis,No Side Effects
2986,effexor-xr,9,Highly Effective,high level anxiety/depression,Mild Side Effects
2987,zyrtec,6,Moderately Effective,skin allergy,No Side Effects
2988,wellbutrin-sr,10,Considerably Effective,add,Mild Side Effects
2989,valtrex,7,Moderately Effective,herpes,Mild Side Effects
2990,topamax,9,Considerably Effective,weight loss,No Side Effects
2991,metformin,8,Moderately Effective,polycystic ovarian syndrome,No Side Effects
2992,ambien-cr,6,Moderately Effective,insomnia,No Side Effects
2993,sarafem,6,Moderately Effective,depression,Moderate Side Effects
2994,doryx,9,Considerably Effective,acne,No Side Effects
2995,synthroid,10,Highly Effective,underactive thyroid,No Side Effects
2996,vistaril,1,Ineffective,anxiety,Severe Side Effects
2997,methotrexate,6,Highly Effective,psoriasis,Severe Side Effects
2998,wellbutrin-sr,9,Considerably Effective,depression,Mild Side Effects
2999,adderall,10,Highly Effective,depression/add,Mild Side Effects
3000,strattera,7,Considerably Effective,adhd (predominantly inattentive),Moderate Side Effects
3001,protonix,10,Highly Effective,chronic heartburn,No Side Effects
3002,neurontin,3,Marginally Effective,bi-polar disorder,Moderate Side Effects
3003,macrobid,10,Highly Effective,bladder infection,Mild Side Effects
3004,retin-a,8,Highly Effective,acne,Mild Side Effects
3005,sumatriptan,10,Highly Effective,severe migraine,Moderate Side Effects
3006,adcirca,2,Ineffective,difficulty getting/holding erection,Moderate Side Effects
3007,prilosec,10,Highly Effective,gastritis,No Side Effects
3008,zyrtec-d,7,Considerably Effective,"pollen, dust, mold and tree allergies",No Side Effects
3009,lyrica,5,Marginally Effective,spinal nerve compression pain,Severe Side Effects
3010,prevacid,5,Marginally Effective,eosinophilic esophagitis,Mild Side Effects
3011,metronidazole,1,Moderately Effective,bacterial lung infection,Extremely Severe Side Effects
3012,avelox,1,Ineffective,sinus infection,Moderate Side Effects
3013,ultram,8,Moderately Effective,fibromyalgia,Mild Side Effects
3014,effexor-xr,8,Highly Effective,depression/anxiety,Severe Side Effects
3015,zoloft,9,Considerably Effective,depression,No Side Effects
3016,desyrel,2,Marginally Effective,anxiety,Severe Side Effects
3017,cymbalta,9,Highly Effective,anxiety,Mild Side Effects
3018,retin-a-micro,10,Highly Effective,acne/wrinkles,Mild Side Effects
3019,allegra,10,Highly Effective,allergies,No Side Effects
3020,avage,8,Highly Effective,wrinkles,Mild Side Effects
3021,seroquel-xr,10,Highly Effective,bipolar disorder,No Side Effects
3022,atenolol,10,Highly Effective,extra heartbeat,No Side Effects
3023,doxycycline,8,Considerably Effective,acne,Mild Side Effects
3024,lamotrigine,6,Considerably Effective,depression and anxiety,Severe Side Effects
3025,niaspan,2,Marginally Effective,high colestrol,Severe Side Effects
3026,keppra,9,Highly Effective,anti seizure,Mild Side Effects
3027,albuterol,1,Ineffective,astham,Extremely Severe Side Effects
3028,cipro,1,Ineffective,uti,Extremely Severe Side Effects
3029,desonide,4,Moderately Effective,exzema of the face,Moderate Side Effects
3030,retin-a-micro,7,Considerably Effective,to reduce/eliminate wrinkling,Moderate Side Effects
3031,prozac,8,Moderately Effective,depression,Mild Side Effects
3032,nexium,9,Highly Effective,gerd,Mild Side Effects
3033,protonix,9,Considerably Effective,functional dyspepsia,No Side Effects
3034,prozac,1,Considerably Effective,depression,Moderate Side Effects
3035,prednisolone,9,Highly Effective,bacterial infection in patient with copd,Mild Side Effects
